imagineName,tier,activeEffect,passiveEffect,rarity,itemTier,battleSkill,monsterName,itemId,aoyiSkillId,skillEffectId,bridgeMethod,bridgeConflict,notes
Battle Imagine - Storm Goblin King,T2,"Arcane! Meteor Shower Summons Boss: Storm Goblin King to release a meteor shower at the target, dealing Magic DMG. Upon the skill cast, your Luck and DMG dealt and healing of Luck effects are increased for a period.",Luck Bonus: 6.4%; Luck Effect DMG/Healing Bonus: 22.4%; Luck Effect DMG/Healing Cap: 22.4%,gold,4,Arcane! Meteor Shower,Storm Goblin King,3000024,3926,392601,direct-skill-aoyi-item,,
Battle Imagine - Storm Goblin King,T3,"Arcane! Meteor Shower Summons Boss: Storm Goblin King to release a meteor shower at the target, dealing Magic DMG. Upon the skill cast, your Luck and DMG dealt and healing of Luck effects are increased for a period.",Luck Bonus: 9.6%; Luck Effect DMG/Healing Bonus: 33.6%; Luck Effect DMG/Healing Cap: 33.6%,gold,4,Arcane! Meteor Shower,Storm Goblin King,3000024,3926,392601,direct-skill-aoyi-item,,
Battle Imagine - Storm Goblin King,T4,"Arcane! Meteor Shower Summons Boss: Storm Goblin King to release a meteor shower at the target, dealing Magic DMG. Upon the skill cast, your Luck and DMG dealt and healing of Luck effects are increased for a period.",Luck Bonus: 12.8%; Luck Effect DMG/Healing Bonus: 44.8%; Luck Effect DMG/Healing Cap: 44.8%,gold,4,Arcane! Meteor Shower,Storm Goblin King,3000024,3926,392601,direct-skill-aoyi-item,,
Battle Imagine - Storm Goblin King,T5,"Arcane! Meteor Shower Summons Boss: Storm Goblin King to release a meteor shower at the target, dealing Magic DMG. Upon the skill cast, your Luck and DMG dealt and healing of Luck effects are increased for a period.",Luck Bonus: 16%; Luck Effect DMG/Healing Bonus: 56%; Luck Effect DMG/Healing Cap: 56%,gold,4,Arcane! Meteor Shower,Storm Goblin King,3000024,3926,392601,direct-skill-aoyi-item,,
Battle Imagine - Inferno Ogre,T0,Arcane! Flame Roar,,gold,4,Arcane! Flame Roar,Inferno Ogre,3000025,3901,390101,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Inferno Ogre,T1,Arcane! Flame Roar,,gold,4,Arcane! Flame Roar,Inferno Ogre,3000025,3901,390101,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Inferno Ogre,T2,Arcane! Flame Roar,,gold,4,Arcane! Flame Roar,Inferno Ogre,3000025,3901,390101,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Inferno Ogre,T3,Arcane! Flame Roar,,gold,4,Arcane! Flame Roar,Inferno Ogre,3000025,3901,390101,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Inferno Ogre,T4,Arcane! Flame Roar,,gold,4,Arcane! Flame Roar,Inferno Ogre,3000025,3901,390101,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Inferno Ogre,T5,Arcane! Flame Roar,,gold,4,Arcane! Flame Roar,Inferno Ogre,3000025,3901,390101,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Jungle Goblin Warrior,T0,Stunt! Roar Command Summons Elite: Jungle Goblin Warrior to roar.,"Upon the skill cast, your Strength is increased for a period, and throughout the duration, your next hit deals additional Attack DMG to the first target.",purple,3,Stunt! Roar Command,Jungle Goblin Warrior,3000026,3927,392701,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Jungle Goblin Warrior,T1,Stunt! Roar Command Summons Elite: Jungle Goblin Warrior to roar.,"Upon the skill cast, your Strength is increased for a period, and throughout the duration, your next hit deals additional Attack DMG to the first target. ATK Bonus: 2%",purple,3,Stunt! Roar Command,Jungle Goblin Warrior,3000026,3927,392701,direct-skill-aoyi-item,,
Battle Imagine - Jungle Goblin Warrior,T2,Stunt! Roar Command Summons Elite: Jungle Goblin Warrior to roar.,"Upon the skill cast, your Strength is increased for a period, and throughout the duration, your next hit deals additional Attack DMG to the first target. ATK Bonus: 4%",purple,3,Stunt! Roar Command,Jungle Goblin Warrior,3000026,3927,392701,direct-skill-aoyi-item,,
Battle Imagine - Jungle Goblin Warrior,T3,Stunt! Roar Command Summons Elite: Jungle Goblin Warrior to roar.,"Upon the skill cast, your Strength is increased for a period, and throughout the duration, your next hit deals additional Attack DMG to the first target. ATK Bonus: 6%",purple,3,Stunt! Roar Command,Jungle Goblin Warrior,3000026,3927,392701,direct-skill-aoyi-item,,
Battle Imagine - Jungle Goblin Warrior,T4,Stunt! Roar Command Summons Elite: Jungle Goblin Warrior to roar.,"Upon the skill cast, your Strength is increased for a period, and throughout the duration, your next hit deals additional Attack DMG to the first target. ATK Bonus: 8%",purple,3,Stunt! Roar Command,Jungle Goblin Warrior,3000026,3927,392701,direct-skill-aoyi-item,,
Battle Imagine - Jungle Goblin Warrior,T5,Stunt! Roar Command Summons Elite: Jungle Goblin Warrior to roar.,"Upon the skill cast, your Strength is increased for a period, and throughout the duration, your next hit deals additional Attack DMG to the first target. ATK Bonus: 10%",purple,3,Stunt! Roar Command,Jungle Goblin Warrior,3000026,3927,392701,direct-skill-aoyi-item,,
Battle Imagine - Muku Scout,T0,"Stunt! Predator Slash Summons Elite: Muku Scout to chase the target, dealing Attack DMG.","Upon the skill cast, immediately gains full passive effects, and the stack count is doubled within 20s.",purple,3,Stunt! Predator Slash,Muku Scout,3000027,3928,392801,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Muku Scout,T1,"Stunt! Predator Slash Summons Elite: Muku Scout to chase the target, dealing Attack DMG.","Upon the skill cast, immediately gains full passive effects, and the stack count is doubled within 20s. ATK Bonus: 0.6%",purple,3,Stunt! Predator Slash,Muku Scout,3000027,3928,392801,direct-skill-aoyi-item,,
Battle Imagine - Muku Scout,T2,"Stunt! Predator Slash Summons Elite: Muku Scout to chase the target, dealing Attack DMG.","Upon the skill cast, immediately gains full passive effects, and the stack count is doubled within 20s. ATK Bonus: 1.2%",purple,3,Stunt! Predator Slash,Muku Scout,3000027,3928,392801,direct-skill-aoyi-item,,
Battle Imagine - Muku Scout,T3,"Stunt! Predator Slash Summons Elite: Muku Scout to chase the target, dealing Attack DMG.","Upon the skill cast, immediately gains full passive effects, and the stack count is doubled within 20s. ATK Bonus: 1.8%",purple,3,Stunt! Predator Slash,Muku Scout,3000027,3928,392801,direct-skill-aoyi-item,,
Battle Imagine - Muku Scout,T4,"Stunt! Predator Slash Summons Elite: Muku Scout to chase the target, dealing Attack DMG.","Upon the skill cast, immediately gains full passive effects, and the stack count is doubled within 20s. ATK Bonus: 2.4%",purple,3,Stunt! Predator Slash,Muku Scout,3000027,3928,392801,direct-skill-aoyi-item,,
Battle Imagine - Muku Scout,T5,"Stunt! Predator Slash Summons Elite: Muku Scout to chase the target, dealing Attack DMG.","Upon the skill cast, immediately gains full passive effects, and the stack count is doubled within 20s. ATK Bonus: 3%",purple,3,Stunt! Predator Slash,Muku Scout,3000027,3928,392801,direct-skill-aoyi-item,,
Battle Imagine - Brigand Leader,T0,"Arcane! Blazing Axe Transforms into Boss: Brigand Leader and summons a blazing giant axe, increasing the party's ATK for a period and granting yourself additional ATK boost.",(This effect cannot stack and only one will be effective.),gold,4,Arcane! Blazing Axe,Brigand Leader,3000028,3903,390301,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Brigand Leader,T1,"Arcane! Blazing Axe Transforms into Boss: Brigand Leader and summons a blazing giant axe, increasing the party's ATK for a period and granting yourself additional ATK boost.",(This effect cannot stack and only one will be effective.) Self ATK Bonus: 3%; Party ATK Bonus: 1%,gold,4,Arcane! Blazing Axe,Brigand Leader,3000028,3903,390301,direct-skill-aoyi-item,,
Battle Imagine - Brigand Leader,T2,"Arcane! Blazing Axe Transforms into Boss: Brigand Leader and summons a blazing giant axe, increasing the party's ATK for a period and granting yourself additional ATK boost.",(This effect cannot stack and only one will be effective.) Self ATK Bonus: 6%; Party ATK Bonus: 2%,gold,4,Arcane! Blazing Axe,Brigand Leader,3000028,3903,390301,direct-skill-aoyi-item,,
Battle Imagine - Brigand Leader,T3,"Arcane! Blazing Axe Transforms into Boss: Brigand Leader and summons a blazing giant axe, increasing the party's ATK for a period and granting yourself additional ATK boost.",(This effect cannot stack and only one will be effective.) Self ATK Bonus: 9%; Party ATK Bonus: 3%,gold,4,Arcane! Blazing Axe,Brigand Leader,3000028,3903,390301,direct-skill-aoyi-item,,
Battle Imagine - Brigand Leader,T4,"Arcane! Blazing Axe Transforms into Boss: Brigand Leader and summons a blazing giant axe, increasing the party's ATK for a period and granting yourself additional ATK boost.",(This effect cannot stack and only one will be effective.) Self ATK Bonus: 12%; Party ATK Bonus: 4%,gold,4,Arcane! Blazing Axe,Brigand Leader,3000028,3903,390301,direct-skill-aoyi-item,,
Battle Imagine - Brigand Leader,T5,"Arcane! Blazing Axe Transforms into Boss: Brigand Leader and summons a blazing giant axe, increasing the party's ATK for a period and granting yourself additional ATK boost.",(This effect cannot stack and only one will be effective.) Self ATK Bonus: 15%; Party ATK Bonus: 5%,gold,4,Arcane! Blazing Axe,Brigand Leader,3000028,3903,390301,direct-skill-aoyi-item,,
Battle Imagine - Phantom Arachnocrab,T0,"Arcane! Cocoon Tech Summons Boss: Phantom Arachnocrab, which turns into a cocoon. After a short delay, the cocoon bursts, dealing Attack DMG. Your Mastery is increased for a period.",,gold,4,Arcane! Cocoon Tech,Phantom Arachnocrab,3000029,3938,393801,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Phantom Arachnocrab,T1,"Arcane! Cocoon Tech Summons Boss: Phantom Arachnocrab, which turns into a cocoon. After a short delay, the cocoon bursts, dealing Attack DMG. Your Mastery is increased for a period.",ATK Bonus: 2%,gold,4,Arcane! Cocoon Tech,Phantom Arachnocrab,3000029,3938,393801,direct-skill-aoyi-item,,
Battle Imagine - Phantom Arachnocrab,T2,"Arcane! Cocoon Tech Summons Boss: Phantom Arachnocrab, which turns into a cocoon. After a short delay, the cocoon bursts, dealing Attack DMG. Your Mastery is increased for a period.",ATK Bonus: 4%,gold,4,Arcane! Cocoon Tech,Phantom Arachnocrab,3000029,3938,393801,direct-skill-aoyi-item,,
Battle Imagine - Phantom Arachnocrab,T3,"Arcane! Cocoon Tech Summons Boss: Phantom Arachnocrab, which turns into a cocoon. After a short delay, the cocoon bursts, dealing Attack DMG. Your Mastery is increased for a period.",ATK Bonus: 6%,gold,4,Arcane! Cocoon Tech,Phantom Arachnocrab,3000029,3938,393801,direct-skill-aoyi-item,,
Battle Imagine - Phantom Arachnocrab,T4,"Arcane! Cocoon Tech Summons Boss: Phantom Arachnocrab, which turns into a cocoon. After a short delay, the cocoon bursts, dealing Attack DMG. Your Mastery is increased for a period.",ATK Bonus: 8%,gold,4,Arcane! Cocoon Tech,Phantom Arachnocrab,3000029,3938,393801,direct-skill-aoyi-item,,
Battle Imagine - Phantom Arachnocrab,T5,"Arcane! Cocoon Tech Summons Boss: Phantom Arachnocrab, which turns into a cocoon. After a short delay, the cocoon bursts, dealing Attack DMG. Your Mastery is increased for a period.",ATK Bonus: 10%,gold,4,Arcane! Cocoon Tech,Phantom Arachnocrab,3000029,3938,393801,direct-skill-aoyi-item,,
Battle Imagine - Void Arachnocrab,T0,Stunt! Shell Defense,,purple,3,Stunt! Shell Defense,Void Arachnocrab,3000030,3929,392901,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Void Arachnocrab,T1,Stunt! Shell Defense,,purple,3,Stunt! Shell Defense,Void Arachnocrab,3000030,3929,392901,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Void Arachnocrab,T2,Stunt! Shell Defense,,purple,3,Stunt! Shell Defense,Void Arachnocrab,3000030,3929,392901,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Void Arachnocrab,T3,Stunt! Shell Defense,,purple,3,Stunt! Shell Defense,Void Arachnocrab,3000030,3929,392901,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Void Arachnocrab,T4,Stunt! Shell Defense,,purple,3,Stunt! Shell Defense,Void Arachnocrab,3000030,3929,392901,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Void Arachnocrab,T5,Stunt! Shell Defense,,purple,3,Stunt! Shell Defense,Void Arachnocrab,3000030,3929,392901,direct-skill-aoyi-item,,No structured values found for this tier.
Battle Imagine - Brigand Guard Captain,T0,Stunt! Earth Shield,"Transforms into Elite: Brigand Guard Captain to gain Earth Shield, recovering a percentage of lost HP when you are attacked, up to 9 times. During this, your Endurance is increased.",purple,3,Stunt! Earth Shield,Brigand Guard Captain,3000031,3930,393001,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Brigand Guard Captain,T1,Stunt! Earth Shield,"Transforms into Elite: Brigand Guard Captain to gain Earth Shield, recovering a percentage of lost HP when you are attacked, up to 9 times. During this, your Endurance is increased. Endurance Bonus: 2%; Lost HP Recovery when Hit: 2%",purple,3,Stunt! Earth Shield,Brigand Guard Captain,3000031,3930,393001,direct-skill-aoyi-item,,
Battle Imagine - Brigand Guard Captain,T2,Stunt! Earth Shield,"Transforms into Elite: Brigand Guard Captain to gain Earth Shield, recovering a percentage of lost HP when you are attacked, up to 9 times. During this, your Endurance is increased. Endurance Bonus: 4%; Lost HP Recovery when Hit: 4%",purple,3,Stunt! Earth Shield,Brigand Guard Captain,3000031,3930,393001,direct-skill-aoyi-item,,
Battle Imagine - Brigand Guard Captain,T3,Stunt! Earth Shield,"Transforms into Elite: Brigand Guard Captain to gain Earth Shield, recovering a percentage of lost HP when you are attacked, up to 9 times. During this, your Endurance is increased. Endurance Bonus: 6%; Lost HP Recovery when Hit: 6%",purple,3,Stunt! Earth Shield,Brigand Guard Captain,3000031,3930,393001,direct-skill-aoyi-item,,
Battle Imagine - Brigand Guard Captain,T4,Stunt! Earth Shield,"Transforms into Elite: Brigand Guard Captain to gain Earth Shield, recovering a percentage of lost HP when you are attacked, up to 9 times. During this, your Endurance is increased. Endurance Bonus: 8%; Lost HP Recovery when Hit: 8%",purple,3,Stunt! Earth Shield,Brigand Guard Captain,3000031,3930,393001,direct-skill-aoyi-item,,
Battle Imagine - Brigand Guard Captain,T5,Stunt! Earth Shield,"Transforms into Elite: Brigand Guard Captain to gain Earth Shield, recovering a percentage of lost HP when you are attacked, up to 9 times. During this, your Endurance is increased. Endurance Bonus: 10%; Lost HP Recovery when Hit: 10%",purple,3,Stunt! Earth Shield,Brigand Guard Captain,3000031,3930,393001,direct-skill-aoyi-item,,
Battle Imagine - Mighty Colossus,T0,Stunt! Invisible Impact,"Resonates with the power of Elite Mutant Yeti, charging up to deal Attack DMG to enemies in front. The longer you charge, the greater the effect on Resilience Break. Transforms into Elite: Mighty Colossus to charge and deal Attack DMG. The longer you charge, the greater the effect on Resilience Break. Each stack increases the Resilience Break done by 50%. (Starts with 3 stacks at Tier 3 and 6 stacks at Tier 5.) Upon the skill cast, your Resilience Break Bonus is increased for a period.",purple,3,Stunt! Invisible Impact,Mighty Colossus,3000032,3925,392501,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Mighty Colossus,T1,Stunt! Invisible Impact,"Resonates with the power of Elite Mutant Yeti, charging up to deal Attack DMG to enemies in front. The longer you charge, the greater the effect on Resilience Break. Transforms into Elite: Mighty Colossus to charge and deal Attack DMG. The longer you charge, the greater the effect on Resilience Break. Each stack increases the Resilience Break done by 50%. (Starts with 3 stacks at Tier 3 and 6 stacks at Tier 5.) Upon the skill cast, your Resilience Break Bonus is increased for a period. Resilience Break Bonus: 5%",purple,3,Stunt! Invisible Impact,Mighty Colossus,3000032,3925,392501,direct-skill-aoyi-item,,
Battle Imagine - Mighty Colossus,T2,Stunt! Invisible Impact,"Resonates with the power of Elite Mutant Yeti, charging up to deal Attack DMG to enemies in front. The longer you charge, the greater the effect on Resilience Break. Transforms into Elite: Mighty Colossus to charge and deal Attack DMG. The longer you charge, the greater the effect on Resilience Break. Each stack increases the Resilience Break done by 50%. (Starts with 3 stacks at Tier 3 and 6 stacks at Tier 5.) Upon the skill cast, your Resilience Break Bonus is increased for a period. Resilience Break Bonus: 10%",purple,3,Stunt! Invisible Impact,Mighty Colossus,3000032,3925,392501,direct-skill-aoyi-item,,
Battle Imagine - Mighty Colossus,T3,Stunt! Invisible Impact,"Resonates with the power of Elite Mutant Yeti, charging up to deal Attack DMG to enemies in front. The longer you charge, the greater the effect on Resilience Break. Transforms into Elite: Mighty Colossus to charge and deal Attack DMG. The longer you charge, the greater the effect on Resilience Break. Each stack increases the Resilience Break done by 50%. (Starts with 3 stacks at Tier 3 and 6 stacks at Tier 5.) Upon the skill cast, your Resilience Break Bonus is increased for a period. Resilience Break Bonus: 15%",purple,3,Stunt! Invisible Impact,Mighty Colossus,3000032,3925,392501,direct-skill-aoyi-item,,
Battle Imagine - Mighty Colossus,T4,Stunt! Invisible Impact,"Resonates with the power of Elite Mutant Yeti, charging up to deal Attack DMG to enemies in front. The longer you charge, the greater the effect on Resilience Break. Transforms into Elite: Mighty Colossus to charge and deal Attack DMG. The longer you charge, the greater the effect on Resilience Break. Each stack increases the Resilience Break done by 50%. (Starts with 3 stacks at Tier 3 and 6 stacks at Tier 5.) Upon the skill cast, your Resilience Break Bonus is increased for a period. Resilience Break Bonus: 20%",purple,3,Stunt! Invisible Impact,Mighty Colossus,3000032,3925,392501,direct-skill-aoyi-item,,
Battle Imagine - Mighty Colossus,T5,Stunt! Invisible Impact,"Resonates with the power of Elite Mutant Yeti, charging up to deal Attack DMG to enemies in front. The longer you charge, the greater the effect on Resilience Break. Transforms into Elite: Mighty Colossus to charge and deal Attack DMG. The longer you charge, the greater the effect on Resilience Break. Each stack increases the Resilience Break done by 50%. (Starts with 3 stacks at Tier 3 and 6 stacks at Tier 5.) Upon the skill cast, your Resilience Break Bonus is increased for a period. Resilience Break Bonus: 25%",purple,3,Stunt! Invisible Impact,Mighty Colossus,3000032,3925,392501,direct-skill-aoyi-item,,
Battle Imagine - Crimson Sprayer,T0,Stunt! Flamewheel Dance,,purple,3,Stunt! Flamewheel Dance,,3000033,3932,,icon-number,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Crimson Sprayer,T1,Stunt! Flamewheel Dance,,purple,3,Stunt! Flamewheel Dance,,3000033,3932,,icon-number,,No structured values found for this tier.
Battle Imagine - Crimson Sprayer,T2,Stunt! Flamewheel Dance,,purple,3,Stunt! Flamewheel Dance,,3000033,3932,,icon-number,,No structured values found for this tier.
Battle Imagine - Crimson Sprayer,T3,Stunt! Flamewheel Dance,,purple,3,Stunt! Flamewheel Dance,,3000033,3932,,icon-number,,No structured values found for this tier.
Battle Imagine - Crimson Sprayer,T4,Stunt! Flamewheel Dance,,purple,3,Stunt! Flamewheel Dance,,3000033,3932,,icon-number,,No structured values found for this tier.
Battle Imagine - Crimson Sprayer,T5,Stunt! Flamewheel Dance,,purple,3,Stunt! Flamewheel Dance,,3000033,3932,,icon-number,,No structured values found for this tier.
Battle Imagine - Muku Warrior,T0,"Stunt! Super Critical Summons Elite: Muku Warrior to leap forward and deliver a powerful strike, dealing AoE Attack DMG. This attack is guaranteed to deliver Crit DMG.","Resonates with the power of Elite Muku Warrior, leaps forward to launch a powerful attack, dealing area Attack DMG. This attack is guaranteed to deliver Crit DMG, and increases your Crit rate and Crit DMG bonus for 20s. Upon the skill cast, your Crit Rate and Crit DMG are increased for a period.",purple,3,Stunt! Super Critical,Muku Warrior,3000034,3904,390401,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Muku Warrior,T1,"Stunt! Super Critical Summons Elite: Muku Warrior to leap forward and deliver a powerful strike, dealing AoE Attack DMG. This attack is guaranteed to deliver Crit DMG.","Resonates with the power of Elite Muku Warrior, leaps forward to launch a powerful attack, dealing area Attack DMG. This attack is guaranteed to deliver Crit DMG, and increases your Crit rate and Crit DMG bonus for 20s. Upon the skill cast, your Crit Rate and Crit DMG are increased for a period. Crit Bonus: 1.6%; Crit DMG Bonus: 8.96%",purple,3,Stunt! Super Critical,Muku Warrior,3000034,3904,390401,direct-skill-aoyi-item,,
Battle Imagine - Muku Warrior,T2,"Stunt! Super Critical Summons Elite: Muku Warrior to leap forward and deliver a powerful strike, dealing AoE Attack DMG. This attack is guaranteed to deliver Crit DMG.","Resonates with the power of Elite Muku Warrior, leaps forward to launch a powerful attack, dealing area Attack DMG. This attack is guaranteed to deliver Crit DMG, and increases your Crit rate and Crit DMG bonus for 20s. Upon the skill cast, your Crit Rate and Crit DMG are increased for a period. Crit Bonus: 3.2%; Crit DMG Bonus: 17.92%",purple,3,Stunt! Super Critical,Muku Warrior,3000034,3904,390401,direct-skill-aoyi-item,,
Battle Imagine - Muku Warrior,T3,"Stunt! Super Critical Summons Elite: Muku Warrior to leap forward and deliver a powerful strike, dealing AoE Attack DMG. This attack is guaranteed to deliver Crit DMG.","Resonates with the power of Elite Muku Warrior, leaps forward to launch a powerful attack, dealing area Attack DMG. This attack is guaranteed to deliver Crit DMG, and increases your Crit rate and Crit DMG bonus for 20s. Upon the skill cast, your Crit Rate and Crit DMG are increased for a period. Crit Bonus: 4.8%; Crit DMG Bonus: 26.88%",purple,3,Stunt! Super Critical,Muku Warrior,3000034,3904,390401,direct-skill-aoyi-item,,
Battle Imagine - Muku Warrior,T4,"Stunt! Super Critical Summons Elite: Muku Warrior to leap forward and deliver a powerful strike, dealing AoE Attack DMG. This attack is guaranteed to deliver Crit DMG.","Resonates with the power of Elite Muku Warrior, leaps forward to launch a powerful attack, dealing area Attack DMG. This attack is guaranteed to deliver Crit DMG, and increases your Crit rate and Crit DMG bonus for 20s. Upon the skill cast, your Crit Rate and Crit DMG are increased for a period. Crit Bonus: 6.4%; Crit DMG Bonus: 35.84%",purple,3,Stunt! Super Critical,Muku Warrior,3000034,3904,390401,direct-skill-aoyi-item,,
Battle Imagine - Muku Warrior,T5,"Stunt! Super Critical Summons Elite: Muku Warrior to leap forward and deliver a powerful strike, dealing AoE Attack DMG. This attack is guaranteed to deliver Crit DMG.","Resonates with the power of Elite Muku Warrior, leaps forward to launch a powerful attack, dealing area Attack DMG. This attack is guaranteed to deliver Crit DMG, and increases your Crit rate and Crit DMG bonus for 20s. Upon the skill cast, your Crit Rate and Crit DMG are increased for a period. Crit Bonus: 8%; Crit DMG Bonus: 44.8%",purple,3,Stunt! Super Critical,Muku Warrior,3000034,3904,390401,direct-skill-aoyi-item,,
Battle Imagine - Brigand Scout Leader,T0,"Stunt! Blink Ambush Summon Elite: Brigand Scout Leader and continuously attack the target, dealing Attack DMG.","Upon the skill cast, your Agility is increased for a period.",purple,3,Stunt! Blink Ambush,Brigand Scout Leader,3000035,3934,393401,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Brigand Scout Leader,T1,"Stunt! Blink Ambush Summon Elite: Brigand Scout Leader and continuously attack the target, dealing Attack DMG.","Upon the skill cast, your Agility is increased for a period. ATK Bonus: 2%",purple,3,Stunt! Blink Ambush,Brigand Scout Leader,3000035,3934,393401,direct-skill-aoyi-item,,
Battle Imagine - Brigand Scout Leader,T2,"Stunt! Blink Ambush Summon Elite: Brigand Scout Leader and continuously attack the target, dealing Attack DMG.","Upon the skill cast, your Agility is increased for a period. ATK Bonus: 4%",purple,3,Stunt! Blink Ambush,Brigand Scout Leader,3000035,3934,393401,direct-skill-aoyi-item,,
Battle Imagine - Brigand Scout Leader,T3,"Stunt! Blink Ambush Summon Elite: Brigand Scout Leader and continuously attack the target, dealing Attack DMG.","Upon the skill cast, your Agility is increased for a period. ATK Bonus: 6%",purple,3,Stunt! Blink Ambush,Brigand Scout Leader,3000035,3934,393401,direct-skill-aoyi-item,,
Battle Imagine - Brigand Scout Leader,T4,"Stunt! Blink Ambush Summon Elite: Brigand Scout Leader and continuously attack the target, dealing Attack DMG.","Upon the skill cast, your Agility is increased for a period. ATK Bonus: 8%",purple,3,Stunt! Blink Ambush,Brigand Scout Leader,3000035,3934,393401,direct-skill-aoyi-item,,
Battle Imagine - Brigand Scout Leader,T5,"Stunt! Blink Ambush Summon Elite: Brigand Scout Leader and continuously attack the target, dealing Attack DMG.","Upon the skill cast, your Agility is increased for a period. ATK Bonus: 10%",purple,3,Stunt! Blink Ambush,Brigand Scout Leader,3000035,3934,393401,direct-skill-aoyi-item,,
Battle Imagine - Golden Juggernaut,T0,Arcane! Thunder Roar,(This effect cannot stack and only one will be effective.),gold,4,Arcane! Thunder Roar,Golden Juggernaut,3000036,3935,393501,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Golden Juggernaut,T1,Arcane! Thunder Roar,(This effect cannot stack and only one will be effective.) Shield: 6%,gold,4,Arcane! Thunder Roar,Golden Juggernaut,3000036,3935,393501,direct-skill-aoyi-item,,
Battle Imagine - Golden Juggernaut,T2,Arcane! Thunder Roar,(This effect cannot stack and only one will be effective.) Shield: 12%,gold,4,Arcane! Thunder Roar,Golden Juggernaut,3000036,3935,393501,direct-skill-aoyi-item,,
Battle Imagine - Golden Juggernaut,T3,Arcane! Thunder Roar,(This effect cannot stack and only one will be effective.) Shield: 18%,gold,4,Arcane! Thunder Roar,Golden Juggernaut,3000036,3935,393501,direct-skill-aoyi-item,,
Battle Imagine - Golden Juggernaut,T4,Arcane! Thunder Roar,(This effect cannot stack and only one will be effective.) Shield: 24%,gold,4,Arcane! Thunder Roar,Golden Juggernaut,3000036,3935,393501,direct-skill-aoyi-item,,
Battle Imagine - Golden Juggernaut,T5,Arcane! Thunder Roar,(This effect cannot stack and only one will be effective.) Shield: 30%,gold,4,Arcane! Thunder Roar,Golden Juggernaut,3000036,3935,393501,direct-skill-aoyi-item,,
Battle Imagine - Tatta,T0,"Arcane! Heart of Flame Summon Tatta to grant Battle Will to the entire team, preventing all allies from being defeated and ensuring their HP does not fall below a certain threshold for a period of time.",,gold,4,Arcane! Heart of Flame,Tatta,3000037,3911,391101,direct-skill-aoyi-item,,"No structured T0/base values found in current generated data. T0 effect text is present, but structured T0 numeric values were not found in current extracted data."
Battle Imagine - Tatta,T1,"Arcane! Heart of Flame Summon Tatta to grant Battle Will to the entire team, preventing all allies from being defeated and ensuring their HP does not fall below a certain threshold for a period of time. Duration: 9s",Minimum HP Lock: 1.8%,gold,4,Arcane! Heart of Flame,Tatta,3000037,3911,391101,direct-skill-aoyi-item,,
Battle Imagine - Tatta,T2,"Arcane! Heart of Flame Summon Tatta to grant Battle Will to the entire team, preventing all allies from being defeated and ensuring their HP does not fall below a certain threshold for a period of time. Duration: 18s",Minimum HP Lock: 3.6%,gold,4,Arcane! Heart of Flame,Tatta,3000037,3911,391101,direct-skill-aoyi-item,,
Battle Imagine - Tatta,T3,"Arcane! Heart of Flame Summon Tatta to grant Battle Will to the entire team, preventing all allies from being defeated and ensuring their HP does not fall below a certain threshold for a period of time. Duration: 27s",Minimum HP Lock: 5.4%,gold,4,Arcane! Heart of Flame,Tatta,3000037,3911,391101,direct-skill-aoyi-item,,
