sourceKind,sourceFile,uid,name,rowKey,category,contributionKind,runtimeReadiness,confidence,needsEncounterEvidence,targetScope,targetText,statDependencies,usesFinalStats,gameFileEvidence,runtimeEvidence,remainingEvidence,needsRuntimeOwnership,values,snippet,provenance
seasonalTalent,SeasonalTalentDescriptions.json,1201,Phantom Arrow,seasonalTalent:1201:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,specialAttack,Phantom Arrow,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent"",""skillCastEvent""]","[""controlledEncounterTriggerProof""]",true,"[{""value"":0.6,""unit"":""seconds"",""raw"":""0.6s""}]",Each use of Special Attack reduces internal CD of Phantom Arrow by 0.6s.,"[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,1202,Dual Time,seasonalTalent:1202:1,percentCooldownReduce,pctReduce,eventEvidenceRequired,high,true,specialAttack,,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent"",""skillCastEvent""]","[""controlledEncounterTriggerProof""]",true,"[{""value"":30,""unit"":""percent"",""raw"":""30%""}]","When Special Attack reduces Phantom Arrow CD, it has a fixed 30% chance to double the reduction.","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,1310,Grace,seasonalTalent:1310:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste"",""mastery"",""lucky"",""crit""]",true,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeBuffStacks"",""activeSeasonTalent"",""damageEventCritFlag"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":4,""unit"":"""",""raw"":""4 ""},{""value"":5,""unit"":""percent"",""raw"":""5%""}]","When Mirage Dream reaches max stacks, boosts the highest stat among the 4 following stats (Crit, Haste, Luck, and Mastery) by 5%.","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,1410,Amplify - Rare,seasonalTalent:1410:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste"",""mastery"",""lucky"",""crit""]",true,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeBuffState"",""activeSeasonTalent"",""damageEventCritFlag"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":4,""unit"":"""",""raw"":""4 ""},{""value"":3,""unit"":""percent"",""raw"":""3%""}]","While Dreamforce is active, boosts the highest stat among the 4 following stats (Crit, Haste, Luck, and Mastery) by 3%.","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,1608,Surge,seasonalTalent:1608:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Shattered Illusion,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent"",""damageEvent""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":0.5,""unit"":""seconds"",""raw"":""0.5s""}]","When hit, reduces Shattered Illusion CD by 0.5s (up to once per second).","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,1704,Swiftflow,seasonalTalent:1704:1,cooldownAcceleration,accelerate,activeBuffOrAttrCandidate,high,false,expertiseSkill,,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeBuffStacks"",""activeSeasonTalent"",""killEvent""]",[],true,"[{""value"":2.5,""unit"":""percent"",""raw"":""2.5%""}]",Each stack of Endless Mind grants your Expertise Skills a 2.5% CD Boost.,"[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,1705,Resurge,seasonalTalent:1705:1,cooldownAcceleration,accelerate,activeBuffOrAttrCandidate,high,false,ultimateSkill,,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent"",""killEvent""]",[],true,"[{""value"":15,""unit"":""percent"",""raw"":""15%""}]",Grants your Ultimate Skill a 15% CD Boost.,"[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,5101,Torrent of Fate,seasonalTalent:5101:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,"[""lucky""]",true,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent"",""finalCharacterStats""]","[""runtimeIdBridge""]",true,"[{""value"":200,""unit"":""percent"",""raw"":""200%""},{""value"":0.5,""unit"":""seconds"",""raw"":""0.5s""}]","Start combat with the Epic ""Luck"" entry — Torrent of Fate: Grants the Luck effect, dealing AoE DMG equal to 200% ATK at the target location (CD: 0.5s).","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,5201,Imagine Acceleration,seasonalTalent:5201:1,cooldownAcceleration,accelerate,activeBuffOrAttrCandidate,high,false,battleImagine,,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent""]",[],true,"[{""value"":80,""unit"":""percent"",""raw"":""80%""}]","Start combat with the Epic ""Imagine"" entry — Imagine Acceleration: Battle Imagine CD −80%.","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonalTalent,SeasonalTalentDescriptions.json,5301,Coordinated Strike,seasonalTalent:5301:1,cooldownTextUnclassified,evidence,textOnly,medium,false,classSkill,,[],false,"[""localizedDescription"",""seasonalTalentDefinition""]","[""activeSeasonTalent"",""damageEvent"",""killEvent""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":10,""unit"":""percent"",""raw"":""10%""},{""value"":3,""unit"":""seconds"",""raw"":""3s""},{""value"":0.3,""unit"":""seconds"",""raw"":""0.3s""}]","Start combat with the Epic ""Team"" entry — Sync Strike: When your Class Skills deal damage, restores 1% HP to yourself and nearby allies and grants a 10% ATK bonus for 3s (CD: 0.3s).","[{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""},{""sourceFile"":""probing-reports\\SeasonTalentNodeProbe.json""}]"
seasonEffect,SeasonEffectDescriptions.json,997440,997440,seasonEffect:997440:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,"[""lucky""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""runtimeIdBridge""]",true,"[{""value"":200,""unit"":""percent"",""raw"":""200%""},{""value"":0.5,""unit"":""seconds"",""raw"":""0.5s""}]","Start combat with the Epic ""Luck"" entry — Torrent of Fate: Grants the Luck effect, dealing AoE DMG equal to 200% ATK at the target location (CD: 0.5s).",[]
seasonEffect,SeasonEffectDescriptions.json,997470,997470,seasonEffect:997470:1,cooldownAcceleration,accelerate,activeBuffOrAttrCandidate,high,false,battleImagine,,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]",[],true,"[{""value"":80,""unit"":""percent"",""raw"":""80%""}]","Start combat with the Epic ""Imagine"" entry — Imagine Acceleration: Battle Imagine CD −80%.",[]
seasonEffect,SeasonEffectDescriptions.json,997510,997510,seasonEffect:997510:1,cooldownTextUnclassified,evidence,textOnly,medium,false,classSkill,,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""damageEvent"",""killEvent""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":10,""unit"":""percent"",""raw"":""10%""},{""value"":3,""unit"":""seconds"",""raw"":""3s""},{""value"":0.3,""unit"":""seconds"",""raw"":""0.3s""}]","Start combat with the Epic ""Team"" entry — Sync Strike: When your Class Skills deal damage, restores 1% HP to yourself and nearby allies and grants a 10% ATK bonus for 3s (CD: 0.3s).",[]
seasonEffect,SeasonEffectDescriptions.json,2033000,2033000,seasonEffect:2033000:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""runtimeIdBridge""]",true,"[{""value"":60,""unit"":""seconds"",""raw"":""60s""}]",Restore of Max HP + HP (CD 60s),[]
seasonEffect,SeasonEffectDescriptions.json,2200140,2200140,seasonEffect:2200140:1,resetCooldown,reset,eventEvidenceRequired,high,true,unknown,Flash Strike and Raijin Dash,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""killEvent""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":10,""unit"":""percent"",""raw"":""10%""}]","When Iaido Slash and its enhanced skill (Thunder Cut) deal DMG, there is a fixed 10% chance to reset the remaining CD of Flash Strike and Raijin Dash.",[]
seasonEffect,SeasonEffectDescriptions.json,2200150,2200150,seasonEffect:2200150:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Oblivion Combo,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":1.5,""unit"":""seconds"",""raw"":""1.5s""}]","Each time Bladewind Domain deals DMG, reduces the CD of Oblivion Combo by 1.5s.",[]
seasonEffect,SeasonEffectDescriptions.json,2200370,2200370,seasonEffect:2200370:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":1,""unit"":""percent"",""raw"":""1%""}]",Each 1% Haste provides an additional 1% Attack SPD.,[]
seasonEffect,SeasonEffectDescriptions.json,2200410,2200410,seasonEffect:2200410:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,Volt Surge -0,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""runtimeIdBridge""]",true,"[{""value"":5,""unit"":"""",""raw"":""5 ""},{""value"":-0.5,""unit"":""seconds"",""raw"":""-0.5s""}]","For every 5 Thunder Sigils consumed, the remaining CD of Volt Surge -0.5s.",[]
seasonEffect,SeasonEffectDescriptions.json,2200500,2200500,seasonEffect:2200500:1,percentCooldownReduce,pctReduce,activeBuffOrAttrCandidate,high,false,unknown,Overdrive,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""targetSkillScopeMapping""]",true,"[{""value"":30,""unit"":""percent"",""raw"":""30%""}]",Reduces the CD of Overdrive by 30%.,[]
seasonEffect,SeasonEffectDescriptions.json,2200580,2200580,seasonEffect:2200580:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":1,""unit"":""percent"",""raw"":""1%""}]",Each 1% Haste increases the REG SPD of Blade Intent by 1%.,[]
seasonEffect,SeasonEffectDescriptions.json,2200630,2200630,seasonEffect:2200630:1,flatCooldownReduce,flatReduceMs,activeBuffOrAttrCandidate,high,false,unknown,Stormflash is reduced,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""targetSkillScopeMapping""]",true,"[{""value"":2,""unit"":"""",""raw"":""2 ""},{""value"":0.7,""unit"":""seconds"",""raw"":""0.7s""}]","Every 2 times Thunderstrike is triggered, the CD of Stormflash is reduced by 0.7s.",[]
seasonEffect,SeasonEffectDescriptions.json,2200720,2200720,seasonEffect:2200720:1,percentCooldownReduce,pctReduce,activeBuffOrAttrCandidate,high,false,unknown,its,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":2,""unit"":""percent"",""raw"":""2%""},{""value"":1,""unit"":""percent"",""raw"":""1%""}]",Each 2% Haste reduces its CD by 1%.,[]
seasonEffect,SeasonEffectDescriptions.json,2201210,2201210,seasonEffect:2201210:1,flatCooldownReduce,flatReduceMs,activeBuffOrAttrCandidate,high,false,unknown,Stoneform,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]",Each Sand Crystal consumed reduces the CD of Stoneform by 1s.,[]
seasonEffect,SeasonEffectDescriptions.json,2201350,2201350,seasonEffect:2201350:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Brave Bastion,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":3,""unit"":""seconds"",""raw"":""3s""}]","When Rageblow deals DMG, it reduces the CD of Brave Bastion by 3s.",[]
seasonEffect,SeasonEffectDescriptions.json,2202140,2202140,seasonEffect:2202140:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Infusion,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]","When Wild Bloom deals DMG, reduces the remaining CD of Infusion by 1s.",[]
seasonEffect,SeasonEffectDescriptions.json,2202140,2202140,seasonEffect:2202140:2,flatCooldownReduce,flatReduceMs,activeBuffOrAttrCandidate,high,false,unknown,,"[""lucky""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""damageEventLuckyFlag"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":3,""unit"":""seconds"",""raw"":""3s""}]","If the DMG triggers a Lucky Strike, the remaining CD is reduced by 3s.",[]
seasonEffect,SeasonEffectDescriptions.json,2202160,2202160,seasonEffect:2202160:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":10,""unit"":""percent"",""raw"":""+10%""}]","Grass Domain: While inside the Grass Domain, your Haste +10%.",[]
seasonEffect,SeasonEffectDescriptions.json,2202170,2202170,seasonEffect:2202170:1,percentCooldownReduce,pctReduce,eventEvidenceRequired,high,true,unknown,Blossom Charge and Nourish,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""skillCastEvent""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":40,""unit"":""percent"",""raw"":""40%""},{""value"":2,""unit"":""seconds"",""raw"":""2s""}]",Casting Life Bloom grants a 40% chance to reduce the remaining CD of Blossom Charge and Nourish by 2s.,[]
seasonEffect,SeasonEffectDescriptions.json,2202170,2202170,seasonEffect:2202170:2,percentCooldownReduce,pctReduce,eventEvidenceRequired,high,true,unknown,Fast Growth,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""skillCastEvent""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":50,""unit"":""percent"",""raw"":""50%""},{""value"":0.2,""unit"":""seconds"",""raw"":""0.2s""},{""value"":10,""unit"":""seconds"",""raw"":""10s""}]","Casting Life Bloom grants a 50% chance to reduce the remaining CD of Fast Growth by 0.2s, triggering at most once every 10s.",[]
seasonEffect,SeasonEffectDescriptions.json,2202170,2202170,seasonEffect:2202170:3,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":20,""unit"":""percent"",""raw"":""20%""},{""value"":0.1,""unit"":""seconds"",""raw"":""0.1s""},{""value"":0.5,""unit"":""seconds"",""raw"":""0.5s""}]","Each 20% of Haste increases the CD reduction by 0.1s, up to a maximum of 0.5s.",[]
seasonEffect,SeasonEffectDescriptions.json,2202320,2202320,seasonEffect:2202320:1,percentCooldownReduce,pctReduce,eventEvidenceRequired,high,true,unknown,the Ultimate,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":30,""unit"":""percent"",""raw"":""30%""},{""value"":1,""unit"":""seconds"",""raw"":""1s""}]","When Infusion, Feral Seed, or Wild Bloom deals DMG, 30% chance to reduce the CD of the Ultimate by 1s, once per second.",[]
seasonEffect,SeasonEffectDescriptions.json,2202410,2202410,seasonEffect:2202410:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":2,""unit"":""percent"",""raw"":""2%""},{""value"":1,""unit"":""percent"",""raw"":""1%""}]",Every 2% haste provides 1% energy natural recovery efficiency.,[]
seasonEffect,SeasonEffectDescriptions.json,2202510,2202510,seasonEffect:2202510:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Nature Ward,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""skillCastEvent""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":2,""unit"":""seconds"",""raw"":""2s""}]","Each use or trigger of Regen Pulse, reduces the CD of Nature Ward by 2s.",[]
seasonEffect,SeasonEffectDescriptions.json,2202530,2202530,seasonEffect:2202530:1,flatCooldownReduce,flatReduceMs,activeBuffOrAttrCandidate,high,false,unknown,Feral Seed,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1 s""}]","Each Regen Bud gained, reduces the CD of Feral Seed by 1 second.",[]
seasonEffect,SeasonEffectDescriptions.json,2202750,2202750,seasonEffect:2202750:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""healEvent"",""skillCastEvent""]","[""runtimeIdBridge""]",true,"[{""value"":5,""unit"":"""",""raw"":""5 ""},{""value"":100,""unit"":""percent"",""raw"":""100%""},{""value"":50,""unit"":""percent"",""raw"":""50%""},{""value"":15,""unit"":""seconds"",""raw"":""15s""}]",Every 5 uses of Life Bloom accelerates the using of Grove Wish or Regen Pulse by 100% and increases their Healing by 50% in 15s.,[]
seasonEffect,SeasonEffectDescriptions.json,2203020,2203020,seasonEffect:2203020:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""agility"",""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":10,""unit"":"""",""raw"":""10 ""},{""value"":7,""unit"":"""",""raw"":""7 ""}]",Every 10 points of Agility provide 7 points of Haste.,[]
seasonEffect,SeasonEffectDescriptions.json,2203070,2203070,seasonEffect:2203070:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste"",""crit"",""critDamage""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""damageEventCritFlag"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":2,""unit"":""percent"",""raw"":""2%""},{""value"":10,""unit"":""seconds"",""raw"":""10s""}]","When the Wild Wolf deals Crit DMG, you and your Beast gain 2% Haste for 10s.",[]
seasonEffect,SeasonEffectDescriptions.json,2203070,2203070,seasonEffect:2203070:2,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":35,""unit"":""percent"",""raw"":""35%""},{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":0.2,""unit"":""percent"",""raw"":""0.2%""}]","When Haste exceeds 35%, every extra 1% of Haste grants 0.2% ATK.",[]
seasonEffect,SeasonEffectDescriptions.json,2203260,2203260,seasonEffect:2203260:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],"The Wild Wolf becomes empowered, and Haste allows both you and the wolf to attack more frequently.",[]
seasonEffect,SeasonEffectDescriptions.json,2203320,2203320,seasonEffect:2203320:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":5,""unit"":""percent"",""raw"":""5%""},{""value"":1,""unit"":""percent"",""raw"":""1%""}]",Every 5% Haste provides an additional 1% attack speed.,[]
seasonEffect,SeasonEffectDescriptions.json,2203380,2203380,seasonEffect:2203380:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,Arrow Rain -0,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":"""",""raw"":""1 ""},{""value"":-0.5,""unit"":""seconds"",""raw"":""-0.5s""}]","Each time you summon 1 Wolf or Phantom Wolf, the remaining CD of Arrow Rain -0.5s.",[]
seasonEffect,SeasonEffectDescriptions.json,2203400,2203400,seasonEffect:2203400:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Storm Arrow,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""damageEvent""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]",Wild Wolf's Coordinated Attack or Tail Sweep deals damage (triggers only once even when hitting multiple targets) and reduces the remaining CD of Storm Arrow by 1s.,[]
seasonEffect,SeasonEffectDescriptions.json,2203450,2203450,seasonEffect:2203450:1,percentCooldownReduce,pctReduce,eventEvidenceRequired,high,true,unknown,Wildcall,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":0.4,""unit"":""seconds"",""raw"":""0.4s""},{""value"":30,""unit"":""percent"",""raw"":""30%""},{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":0.005,""unit"":""seconds"",""raw"":""0.005s""},{""value"":0.8,""unit"":""seconds"",""raw"":""0.8s""}]","For each Lightseeker Arrow fired, reduces the remaining CD of Wildcall by 0.4s (when Haste exceeds 30%, each extra 1% Haste reduces an additional 0.005s, up to 0.8s).",[]
seasonEffect,SeasonEffectDescriptions.json,2203470,2203470,seasonEffect:2203470:1,percentCooldownReduce,pctReduce,activeBuffOrAttrCandidate,high,false,unknown,Storm Arrow,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeBuffState"",""activeSeasonEffect""]","[""targetSkillScopeMapping""]",true,"[{""value"":50,""unit"":""percent"",""raw"":""50%""}]","While Photon Reforge is active, reduces Storm Arrow CD by 50%.",[]
seasonEffect,SeasonEffectDescriptions.json,2203550,2203550,seasonEffect:2203550:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,specialAttack,Blast Shot and Powerdraw,"[""crit"",""critDamage""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""damageEventCritFlag"",""finalCharacterStats"",""skillCastEvent""]","[""controlledEncounterTriggerProof""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1 s""}]","When a Special Attack deals Crit DMG, reduces the remaining CD of Blast Shot and Powerdraw by 1 second.",[]
seasonEffect,SeasonEffectDescriptions.json,2203600,2203600,seasonEffect:2203600:1,cooldownAcceleration,accelerate,activeBuffOrAttrCandidate,high,false,unknown,Focus,"[""haste""]",true,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""percent"",""raw"":""1%""},{""value"":1,""unit"":""percent"",""raw"":""1%""}]","Now, each 1% of Haste increases the CD Boost of Focus by 1%.",[]
seasonEffect,SeasonEffectDescriptions.json,2203640,2203640,seasonEffect:2203640:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""localizedDescription"",""seasonEffectDefinition""]","[""activeSeasonEffect""]","[""runtimeIdBridge""]",true,"[{""value"":-50,""unit"":""percent"",""raw"":""-50%""}]",Powerdraw CD -50%.,[]
